GEOID_Data,below_pov,above_pov,white_below_pov,white_above_pov,black_below_pov,black_above_pov,other_below_pov,other_above_pov,nhisp_white_below_pov,nhisp_white_above_pov,hisp_below_pov,hisp_above_pov,nhisp_below_pov,nhisp_above_pov
14000US17031843000,0.44161020326823436,0.5583897967317657,0.7419354838709677,0.25806451612903225,0.7419354838709677,0.25806451612903225,0.4086687306501548,0.5913312693498453,0.8363636363636363,0.16363636363636364,0.0,1.0,0.45132382892057027,0.5486761710794298
14000US17031843100,0.4080687830687831,0.591931216931217,0.34285714285714286,0.6571428571428571,0.34285714285714286,0.6571428571428571,0.43315018315018317,0.5668498168498168,0.33695652173913043,0.6630434782608695,0.2,0.8,0.4293002915451895,0.5706997084548106
14000US17031842900,0.4326890471346219,0.5673109528653781,0.1134020618556701,0.8865979381443299,0.1134020618556701,0.8865979381443299,0.6408963585434174,0.35910364145658263,0.09947643979057591,0.900523560209424,0.09956709956709957,0.9004329004329005,0.4610007358351729,0.5389992641648271
14000US17031843500,0.36888331242158096,0.6311166875784191,0.5767918088737202,0.4232081911262799,0.5767918088737202,0.4232081911262799,-0.20853080568720378,1.2085308056872037,,,0.3202702702702703,0.6797297297297298,1.0,0.0
14000US17031842000,0.259958071278826,0.740041928721174,0.192,0.808,0.192,0.808,0.2840909090909091,0.7159090909090909,0.2037037037037037,0.7962962962962963,0.8051948051948052,0.19480519480519481,0.2120866590649943,0.7879133409350056
14000US17031832400,0.05719557195571956,0.9428044280442804,0.054331306990881456,0.9456686930091185,0.054331306990881456,0.9456686930091185,0.04970178926441352,0.9502982107355865,0.035224153705397984,0.964775846294602,0.16531604538087522,0.8346839546191248,0.031878557874762806,0.9681214421252372
14000US17031832900,0.3510971786833856,0.6489028213166145,0.24671669793621012,0.7532833020637899,0.24671669793621012,0.7532833020637899,-0.6697247706422018,1.6697247706422018,0.24633431085043989,0.7536656891495601,0.24444444444444444,0.7555555555555555,0.35635964912280704,0.643640350877193
14000US17031840300,0.08383727322704783,0.9161627267729522,0.082389289392379,0.917610710607621,0.082389289392379,0.917610710607621,0.08549528301886793,0.9145047169811321,0.0,1.0,0.06776947705442903,0.932230522945571,0.10090702947845805,0.8990929705215419
14000US17031838600,0.5003317850033179,0.4996682149966821,0.673469387755102,0.32653061224489793,0.673469387755102,0.32653061224489793,0.4744469870327994,0.5255530129672006,0.0,1.0,0.9449152542372882,0.05508474576271186,0.4177812745869394,0.5822187254130606
14000US17031839600,0.21069868995633187,0.7893013100436681,0.12574850299401197,0.874251497005988,0.12574850299401197,0.874251497005988,0.22963951935914553,0.7703604806408545,0.20212765957446807,0.7978723404255319,0.026490066225165563,0.9735099337748344,0.22724568709101725,0.7727543129089828
