GEOID_Data,owner,renter,white_owner,white_renter,black_owner,black_renter,other_owner,other_renter,nhisp_white_owner,nhisp_white_renter,hisp_owner,hisp_renter,nhisp_owner,nhisp_renter
14000US17031681300,0.17325581395348838,0.8267441860465117,,,0.14645858343337334,0.8535414165666266,1.0,0.0,,,1.0,0.0,0.15758293838862558,0.8424170616113744
14000US17031681400,0.45534407027818447,0.5446559297218155,0.0,1.0,0.4648729446935725,0.5351270553064275,,,,,0.0,1.0,0.4648729446935725,0.5351270553064275
14000US17031690300,0.10610079575596817,0.8938992042440318,,,0.10610079575596817,0.8938992042440318,,,,,1.0,0.0,0.10252996005326231,0.8974700399467377
14000US17031690500,0.5,0.5,,,0.5,0.5,,,,,,,0.5,0.5
14000US17031690900,0.4063680518078791,0.5936319481921208,1.0,0.0,0.4050561797752809,0.5949438202247191,0.10869565217391304,0.8913043478260869,,,1.0,0.0,0.39759036144578314,0.6024096385542169
14000US17031691000,0.47704770477047703,0.5229522952295229,,,0.47452830188679246,0.5254716981132076,0.5294117647058824,0.47058823529411764,,,0.0,1.0,0.48758049678012877,0.5124195032198712
14000US17031700100,0.847036328871893,0.15296367112810708,0.8082191780821918,0.1917808219178082,0.9246376811594202,0.07536231884057971,0.5182481751824818,0.48175182481751827,,,0.7734627831715211,0.22653721682847897,0.8778833107191316,0.12211668928086838
14000US17031700200,0.8719447396386822,0.12805526036131776,0.8573643410852713,0.14263565891472868,0.6944444444444444,0.3055555555555556,0.9452354874041621,0.054764512595837894,0.9644444444444444,0.035555555555555556,0.8983308042488619,0.10166919575113809,0.8102836879432624,0.18971631205673758
14000US17031320600,0.36341537526587664,0.6365846247341234,0.31530398322851155,0.6846960167714885,0.42857142857142855,0.5714285714285714,0.515625,0.484375,0.34464875058934463,0.6553512494106554,0.1566579634464752,0.8433420365535248,0.390646492434663,0.609353507565337
14000US17031330200,0.6184351554126474,0.3815648445873526,0.8885172798216276,0.11148272017837235,0.2558983666061706,0.7441016333938294,0.5167464114832536,0.48325358851674644,0.8864926220204313,0.11350737797956867,1.0,0.0,0.6119891008174387,0.3880108991825613
14000US17031590500,0.6774193548387096,0.3225806451612903,0.7049808429118773,0.2950191570881226,0.0,1.0,0.7475,0.2525,0.6312849162011173,0.3687150837988827,0.6294964028776978,0.37050359712230213,0.7080459770114943,0.29195402298850576
